codice_comune,comune_key,comune_fonte,anno,pop_totale,pop_15_29,m0602_corrente_impegni,m0602_capitale_impegni,spesa_corrente_totale_impegni,eur_m0602_per_abitante,eur_m0602_per_giovane_15_29,pct_spesa_corrente_m0602,m0602_zero,dato_bilancio_mancante
018094,montalto pavese,COMUNE DI MONTALTO PAVESE,2024,836,112,0.0,0.0,756072.8099999999,0.0,0.0,0.0,True,False
018095,montebello della battaglia,COMUNE DI MONTEBELLO DELLA BATTAGLIA,2024,1443,199,0.0,0.0,1485447.92,0.0,0.0,0.0,True,False
018096,montecalvo versiggia,COMUNE DI MONTECALVO VERSIGGIA,2024,498,57,0.0,0.0,373401.76,0.0,0.0,0.0,True,False
018097,montescano,COMUNE DI MONTESCANO,2024,412,52,0.0,0.0,469649.61,0.0,0.0,0.0,True,False
018098,montesegale,COMUNE DI MONTESEGALE,2024,251,32,0.0,0.0,344285.33,0.0,0.0,0.0,True,False
018099,monticelli pavese,COMUNE DI MONTICELLI PAVESE,2024,634,72,0.0,11980.6,612504.28,0.0,0.0,0.0,True,False
018100,montu beccaria,COMUNE DI MONTU' BECCARIA,2024,1609,253,0.0,0.0,1306534.33,0.0,0.0,0.0,True,False
018101,mornico losana,COMUNE DI MORNICO LOSANA,2024,600,76,0.0,0.0,520094.84,0.0,0.0,0.0,True,False
018102,mortara,COMUNE DI MORTARA,2024,15471,2358,13079.2,0.0,12374436.11,0.845401072975244,5.546734520780323,0.10569532125532953,False,False
018103,nicorvo,COMUNE DI NICORVO,2024,275,31,0.0,0.0,379333.84,0.0,0.0,0.0,True,False
018104,olevano di lomellina,COMUNE DI OLEVANO DI LOMELLINA,2024,697,89,0.0,0.0,811851.15,0.0,0.0,0.0,True,False
018105,oliva gessi,COMUNE DI OLIVA GESSI,2024,158,13,0.0,0.0,221997.46,0.0,0.0,0.0,True,False
018106,ottobiano,COMUNE DI OTTOBIANO,2024,1070,145,0.0,0.0,754067.64,0.0,0.0,0.0,True,False
018107,palestro,COMUNE DI PALESTRO,2024,1827,258,0.0,0.0,1528543.92,0.0,0.0,0.0,True,False
018108,pancarana,COMUNE DI PANCARANA,2024,322,41,0.0,0.0,370076.58,0.0,0.0,0.0,True,False
018109,parona,COMUNE DI PARONA,2024,1849,263,10000.0,0.0,2159633.26,5.408328826392645,38.02281368821293,0.4630415814210974,False,False
018110,pavia,COMUNE DI PAVIA,2024,71297,11204,25476.2,0.0,85016102.54,0.3573249926364363,2.273848625490896,0.029966323130389882,False,False
018111,pietra de giorgi,COMUNE DI PIETRA DE' GIORGI,2024,760,95,0.0,0.0,609229.51,0.0,0.0,0.0,True,False
018112,pieve albignola,COMUNE DI PIEVE ALBIGNOLA,2024,820,117,0.0,0.0,691863.97,0.0,0.0,0.0,True,False
018113,pieve del cairo,COMUNE DI PIEVE DEL CAIRO,2024,1748,220,0.0,32082.22,1401250.88,0.0,0.0,0.0,True,False
018114,pieve porto morone,COMUNE DI PIEVE PORTO MORONE,2024,2601,346,0.0,0.0,1535389.24,0.0,0.0,0.0,True,False
018115,pinarolo po,COMUNE DI PINAROLO PO,2024,1667,219,0.0,0.0,1331346.57,0.0,0.0,0.0,True,False
018116,pizzale,COMUNE DI PIZZALE,2024,686,73,0.0,0.0,666169.21,0.0,0.0,0.0,True,False
018117,ponte nizza,COMUNE DI PONTE NIZZA,2024,754,82,962.59,0.0,622286.22,1.2766445623342175,11.738902439024391,0.15468605427258217,False,False
018118,portalbera,COMUNE DI PORTALBERA,2024,1469,216,0.0,0.0,948921.71,0.0,0.0,0.0,True,False
018119,rea,COMUNE DI REA,2024,394,49,0.0,0.0,490075.22,0.0,0.0,0.0,True,False
018120,redavalle,COMUNE DI REDAVALLE,2024,999,132,0.0,0.0,767794.61,0.0,0.0,0.0,True,False
018121,retorbido,COMUNE DI RETORBIDO,2024,1507,215,0.0,0.0,1117674.11,0.0,0.0,0.0,True,False
018122,rivanazzano terme,COMUNE DI RIVANAZZANO TERME,2024,5094,654,0.0,0.0,3500669.51,0.0,0.0,0.0,True,False
018123,robbio,COMUNE DI ROBBIO,2024,5861,791,0.0,0.0,4150624.3,0.0,0.0,0.0,True,False
018124,robecco pavese,COMUNE DI ROBECCO PAVESE,2024,511,61,0.0,0.0,490321.55,0.0,0.0,0.0,True,False
018125,rocca de giorgi,COMUNE DI ROCCA DE' GIORGI,2024,45,1,0.0,0.0,179445.78,0.0,0.0,0.0,True,False
018126,rocca susella,COMUNE DI ROCCA SUSELLA,2024,232,13,0.0,33000.0,295827.4,0.0,0.0,0.0,True,False
018127,rognano,COMUNE DI ROGNANO,2024,704,116,0.0,0.0,432283.59,0.0,0.0,0.0,True,False
018128,romagnese,COMUNE DI ROMAGNESE,2024,541,38,0.0,0.0,809603.99,0.0,0.0,0.0,True,False
018129,roncaro,COMUNE DI RONCARO,2024,1583,247,0.0,0.0,841980.63,0.0,0.0,0.0,True,False
018130,rosasco,COMUNE DI ROSASCO,2024,541,65,0.0,0.0,1309211.84,0.0,0.0,0.0,True,False
018131,rovescala,COMUNE DI ROVESCALA,2024,809,93,0.0,0.0,773210.97,0.0,0.0,0.0,True,False
018133,san cipriano po,COMUNE DI SAN CIPRIANO PO,2024,437,54,0.0,0.0,479624.22,0.0,0.0,0.0,True,False
018134,san damiano al colle,COMUNE DI SAN DAMIANO AL COLLE,2024,607,64,0.0,0.0,585198.49,0.0,0.0,0.0,True,False
018135,san genesio ed uniti,COMUNE DI SAN GENESIO ED UNITI,2024,3975,550,0.0,0.0,2584622.79,0.0,0.0,0.0,True,False
018136,san giorgio di lomellina,COMUNE DI SAN GIORGIO DI LOMELLINA,2024,987,124,0.0,0.0,1315754.56,0.0,0.0,0.0,True,False
018137,san martino siccomario,COMUNE DI SAN MARTINO SICCOMARIO,2024,6388,907,0.0,0.0,5293572.86,0.0,0.0,0.0,True,False
018138,sannazzaro de burgondi,COMUNE DI SANNAZZARO DE' BURGONDI,2024,5122,707,3000.0,0.0,6496099.37,0.5857087075361187,4.243281471004243,0.04618155956564439,False,False
018139,santa cristina e bissone,COMUNE DI SANTA CRISTINA E BISSONE,2024,1824,248,0.0,0.0,1319961.24,0.0,0.0,0.0,True,False
018140,santa giuletta,COMUNE DI SANTA GIULETTA,2024,1563,199,0.0,0.0,1745737.49,0.0,0.0,0.0,True,False
018141,sant alessio con vialone,COMUNE DI SANT'ALESSIO CON VIALONE,2024,1043,138,0.0,0.0,647773.37,0.0,0.0,0.0,True,False
018142,santa margherita di staffora,COMUNE DI SANTA MARGHERITA DI STAFFORA,2024,436,31,0.0,0.0,591380.1,0.0,0.0,0.0,True,False
018143,santa maria della versa,COMUNE DI SANTA MARIA DELLA VERSA,2024,2261,286,2792.0,0.0,1939893.95,1.2348518354710305,9.762237762237762,0.14392539344740984,False,False
018144,sant angelo lomellina,COMUNE DI SANT'ANGELO LOMELLINA,2024,801,109,0.0,0.0,836897.22,0.0,0.0,0.0,True,False
018145,san zenone al po,COMUNE DI SAN ZENONE AL PO,2024,576,75,524.64,0.0,416609.14,0.9108333333333333,6.9952,0.12593098653572507,False,False
018146,sartirana lomellina,COMUNE DI SARTIRANA LOMELLINA,2024,1498,178,0.0,0.0,1131619.75,0.0,0.0,0.0,True,False
018147,scaldasole,COMUNE DI SCALDASOLE,2024,854,114,0.0,0.0,735353.27,0.0,0.0,0.0,True,False
018148,semiana,COMUNE DI SEMIANA,2024,198,25,0.0,0.0,253261.29,0.0,0.0,0.0,True,False
018149,silvano pietra,COMUNE DI SILVANO PIETRA,2024,624,82,1080.0,0.0,523156.56,1.7307692307692308,13.170731707317072,0.20643915848058944,False,False
018150,siziano,COMUNE DI SIZIANO,2024,6674,1026,0.0,100000.0,12340518.06,0.0,0.0,0.0,True,False
018151,sommo,COMUNE DI SOMMO,2024,1142,145,0.0,0.0,793078.96,0.0,0.0,0.0,True,False
018152,spessa,COMUNE DI SPESSA,2024,552,69,0.0,0.0,521304.47,0.0,0.0,0.0,True,False
018153,stradella,COMUNE DI STRADELLA,2024,11459,1610,400.0,0.0,10742929.75,0.03490705995287547,0.2484472049689441,0.0037233790903268265,False,False
018154,suardi,COMUNE DI SUARDI,2024,569,65,200.0,0.0,455150.78,0.351493848857645,3.076923076923077,0.043941482424791185,False,False
018155,torrazza coste,COMUNE DI TORRAZZA COSTE,2024,1588,219,0.0,0.0,1228594.95,0.0,0.0,0.0,True,False
018156,torre beretti e castellaro,COMUNE DI TORRE BERETTI E CASTELLARO,2024,505,72,520.0,0.0,452829.23,1.0297029702970297,7.222222222222222,0.11483357644558415,False,False
018157,torre d arese,COMUNE DI TORRE D'ARESE,2024,917,171,0.0,0.0,546690.8,0.0,0.0,0.0,True,False
018158,torre de negri,COMUNE DI TORRE DE' NEGRI,2024,332,46,0.0,0.0,266593.83,0.0,0.0,0.0,True,False
018159,torre d isola,COMUNE DI TORRE D'ISOLA,2024,2470,359,0.0,0.0,2336376.7800000003,0.0,0.0,0.0,True,False
018160,torrevecchia pia,COMUNE DI TORREVECCHIA PIA,2024,3541,540,0.0,85790.4,1929734.0,0.0,0.0,0.0,True,False
018161,torricella verzate,COMUNE DI TORRICELLA VERZATE,2024,808,113,0.0,0.0,576478.4,0.0,0.0,0.0,True,False
018162,travaco siccomario,COMUNE DI TRAVACO' SICCOMARIO,2024,4448,638,20900.4,0.0,3085349.71,4.698830935251799,32.75924764890282,0.6774078131972924,False,False
018163,trivolzio,COMUNE DI TRIVOLZIO,2024,2437,328,0.0,0.0,1586654.36,0.0,0.0,0.0,True,False
018164,tromello,COMUNE DI TROMELLO,2024,3666,530,0.0,0.0,2967760.45,0.0,0.0,0.0,True,False
018165,trovo,COMUNE DI TROVO,2024,999,183,0.0,0.0,684346.63,0.0,0.0,0.0,True,False
018166,val di nizza,COMUNE DI VAL DI NIZZA,2024,556,47,0.0,0.0,552528.52,0.0,0.0,0.0,True,False
018167,valeggio,COMUNE DI VALEGGIO,2024,187,16,0.0,0.0,230133.11,0.0,0.0,0.0,True,False
018168,valle lomellina,COMUNE DI VALLE LOMELLINA,2024,2123,266,0.0,0.0,1757003.1,0.0,0.0,0.0,True,False
018169,valle salimbene,COMUNE DI VALLE SALIMBENE,2024,1465,193,0.0,0.0,883007.78,0.0,0.0,0.0,True,False
018171,varzi,COMUNE DI VARZI,2024,3030,365,0.0,0.0,4179473.12,0.0,0.0,0.0,True,False
018172,velezzo lomellina,COMUNE DI VELEZZO LOMELLINA,2024,88,8,0.0,0.0,219901.73,0.0,0.0,0.0,True,False
018173,vellezzo bellini,COMUNE DI VELLEZZO BELLINI,2024,3468,572,4441.14,0.0,3039780.39,1.28060553633218,7.76423076923077,0.14610068591172143,False,False
018174,verretto,COMUNE DI VERRETTO,2024,362,49,0.0,0.0,427552.11,0.0,0.0,0.0,True,False
018175,verrua po,COMUNE DI VERRUA PO,2024,1174,159,0.0,0.0,732565.8,0.0,0.0,0.0,True,False
018176,vidigulfo,COMUNE DI VIDIGULFO,2024,6749,1000,2928.0,0.0,3578871.94,0.433842050674174,2.928,0.08181348897328805,False,False
018177,vigevano,COMUNE DI VIGEVANO,2024,62515,9166,123622.0,201698.94,59111979.13,1.9774774054226985,13.487017237617282,0.20913189140246607,False,False
018178,villa biscossi,COMUNE DI VILLA BISCOSSI,2024,62,7,0.0,0.0,191852.19,0.0,0.0,0.0,True,False
018179,villanova d ardenghi,COMUNE DI VILLANOVA D'ARDENGHI,2024,755,93,0.0,0.0,576620.83,0.0,0.0,0.0,True,False
018180,villanterio,COMUNE DI VILLANTERIO,2024,3367,504,0.0,0.0,1862355.03,0.0,0.0,0.0,True,False
018181,vistarino,COMUNE DI VISTARINO,2024,1579,252,0.0,0.0,1002537.18,0.0,0.0,0.0,True,False
018182,voghera,COMUNE DI VOGHERA,2024,38976,5336,0.0,0.0,37209444.11,0.0,0.0,0.0,True,False
018183,volpara,COMUNE DI VOLPARA,2024,122,12,0.0,0.0,240640.32,0.0,0.0,0.0,True,False
018184,zavattarello,COMUNE DI ZAVATTARELLO,2024,891,79,23330.0,0.0,2878133.36,26.184062850729518,295.3164556962025,0.8105948224720206,False,False
018185,zeccone,COMUNE DI ZECCONE,2024,1686,268,0.0,0.0,1060252.51,0.0,0.0,0.0,True,False
018186,zeme,COMUNE DI ZEME,2024,983,146,1000.0,0.0,2005322.51,1.017293997965412,6.8493150684931505,0.04986729042402261,False,False
018187,zenevredo,COMUNE DI ZENEVREDO,2024,491,69,0.0,0.0,371102.66,0.0,0.0,0.0,True,False
018188,zerbo,COMUNE DI ZERBO,2024,386,50,0.0,0.0,321667.85,0.0,0.0,0.0,True,False
018189,zerbolo,COMUNE DI ZERBOLO',2024,1657,226,0.0,0.0,1115732.78,0.0,0.0,0.0,True,False
018190,zinasco,COMUNE DI ZINASCO,2024,3100,420,0.0,0.0,1738897.96,0.0,0.0,0.0,True,False
018191,cornale e bastida,COMUNE DI CORNALE E BASTIDA,2024,810,103,0.0,0.0,749121.87,0.0,0.0,0.0,True,False
018192,corteolona e genzone,COMUNE DI CORTEOLONA E GENZONE,2024,2540,370,0.0,0.0,2761354.29,0.0,0.0,0.0,True,False
018193,colli verdi,COMUNE DI COLLI VERDI,2024,1015,94,0.0,0.0,1169675.19,0.0,0.0,0.0,True,False
019001,acquanegra cremonese,COMUNE DI ACQUANEGRA CREMONESE,2024,1144,185,0.0,0.0,979115.65,0.0,0.0,0.0,True,False
019002,agnadello,COMUNE DI AGNADELLO,2024,3894,613,0.0,0.0,2409408.27,0.0,0.0,0.0,True,False
019003,annicco,COMUNE DI ANNICCO,2024,1969,288,0.0,0.0,1433799.98,0.0,0.0,0.0,True,False
019004,azzanello,COMUNE DI AZZANELLO,2024,620,96,0.0,0.0,648059.12,0.0,0.0,0.0,True,False
019005,bagnolo cremasco,COMUNE DI BAGNOLO CREMASCO,2024,4977,709,0.0,0.0,3399643.1,0.0,0.0,0.0,True,False
019006,bonemerse,COMUNE DI BONEMERSE,2024,1460,222,0.0,0.0,860962.61,0.0,0.0,0.0,True,False
019007,bordolano,COMUNE DI BORDOLANO,2024,586,87,0.0,0.0,955636.85,0.0,0.0,0.0,True,False
019009,calvatone,COMUNE DI CALVATONE,2024,1159,144,924.81,0.0,910003.18,0.7979378774805866,6.422291666666666,0.1016271173909524,False,False
019010,camisano,COMUNE DI CAMISANO,2024,1253,193,1221.87,0.0,973251.3,0.9751556264964085,6.3309326424870465,0.12554517009121896,False,False
019011,campagnola cremasca,COMUNE DI CAMPAGNOLA CREMASCA,2024,652,104,0.0,0.0,624975.24,0.0,0.0,0.0,True,False
019012,capergnanica,COMUNE DI CAPERGNANICA,2024,2139,304,5000.0,0.0,1494095.43,2.337540906965872,16.44736842105263,0.3346506454410345,False,False
019013,cappella cantone,COMUNE DI CAPPELLA CANTONE,2024,541,69,0.0,0.0,722691.49,0.0,0.0,0.0,True,False
019014,cappella de picenardi,COMUNE DI CAPPELLA DE' PICENARDI,2024,404,65,0.0,0.0,410527.1,0.0,0.0,0.0,True,False
019015,capralba,COMUNE DI CAPRALBA,2024,2295,358,0.0,0.0,1531662.83,0.0,0.0,0.0,True,False
019016,casalbuttano ed uniti,COMUNE DI CASALBUTTANO ED UNITI,2024,3727,494,0.0,0.0,3732671.37,0.0,0.0,0.0,True,False
019017,casale cremasco vidolasco,COMUNE DI CASALE CREMASCO-VIDOLASCO,2024,1817,325,3500.0,0.0,1169576.83,1.926252063841497,10.76923076923077,0.29925353428897866,False,False
019018,casaletto ceredano,COMUNE DI CASALETTO CEREDANO,2024,1135,151,0.0,0.0,877707.51,0.0,0.0,0.0,True,False
019019,casaletto di sopra,COMUNE DI CASALETTO DI SOPRA,2024,511,69,0.0,0.0,508466.9,0.0,0.0,0.0,True,False
019020,casaletto vaprio,COMUNE DI CASALETTO VAPRIO,2024,1792,284,0.0,0.0,1248737.95,0.0,0.0,0.0,True,False
019021,casalmaggiore,COMUNE DI CASALMAGGIORE,2024,15145,2407,0.0,0.0,9773149.27,0.0,0.0,0.0,True,False
019022,casalmorano,COMUNE DI CASALMORANO,2024,1678,210,0.0,0.0,1377673.33,0.0,0.0,0.0,True,False
019023,casteldidone,COMUNE DI CASTELDIDONE,2024,544,75,0.0,0.0,418261.29,0.0,0.0,0.0,True,False
019024,castel gabbiano,COMUNE DI CASTEL GABBIANO,2024,499,88,0.0,0.0,436133.53,0.0,0.0,0.0,True,False
019025,castelleone,COMUNE DI CASTELLEONE,2024,9298,1346,0.0,0.0,6631060.68,0.0,0.0,0.0,True,False
019026,castelverde,COMUNE DI CASTELVERDE,2024,5619,780,25200.0,0.0,3365429.88,4.484783769353977,32.30769230769231,0.7487899287326706,False,False
019027,castelvisconti,COMUNE DI CASTELVISCONTI,2024,311,31,0.0,0.0,311263.82,0.0,0.0,0.0,True,False
019028,cella dati,COMUNE DI CELLA DATI,2024,476,50,0.0,0.0,558196.1,0.0,0.0,0.0,True,False
019029,chieve,COMUNE DI CHIEVE,2024,2280,336,0.0,0.0,1565660.89,0.0,0.0,0.0,True,False
019030,cicognolo,COMUNE DI CICOGNOLO,2024,916,143,0.0,0.0,690921.11,0.0,0.0,0.0,True,False
019031,cingia de botti,COMUNE DI CINGIA DE' BOTTI,2024,1134,156,0.0,0.0,751021.04,0.0,0.0,0.0,True,False
019032,corte de cortesi con cignone,COMUNE DI CORTE DE' CORTESI CON CIGNONE,2024,1055,167,0.0,0.0,918726.13,0.0,0.0,0.0,True,False
019033,corte de frati,COMUNE DI CORTE DE' FRATI,2024,1331,174,0.0,0.0,886178.79,0.0,0.0,0.0,True,False
019034,credera rubbiano,COMUNE DI CREDERA RUBBIANO,2024,1532,205,450.0,0.0,1159609.24,0.293733681462141,2.1951219512195124,0.03880617577693672,False,False
019035,crema,COMUNE DI CREMA,2024,33933,4769,155791.96,0.0,41505062.93,4.591163763887661,32.667636821136504,0.37535652039065587,False,False
019036,cremona,COMUNE DI CREMONA,2024,70675,10410,870364.33,0.0,88790998.56,12.315024124513618,83.6084851104707,0.9802393757424142,False,False
019037,cremosano,COMUNE DI CREMOSANO,2024,1720,230,0.0,0.0,1242800.41,0.0,0.0,0.0,True,False
019038,crotta d adda,COMUNE DI CROTTA D'ADDA,2024,618,85,0.0,0.0,654888.45,0.0,0.0,0.0,True,False
019039,cumignano sul naviglio,COMUNE DI CUMIGNANO SUL NAVIGLIO,2024,402,61,0.0,0.0,383181.71,0.0,0.0,0.0,True,False
019040,derovere,COMUNE DI DEROVERE,2024,281,31,0.0,0.0,259638.68,0.0,0.0,0.0,True,False
019041,dovera,COMUNE DI DOVERA,2024,3750,575,0.0,0.0,2248175.62,0.0,0.0,0.0,True,False
019043,fiesco,COMUNE DI FIESCO,2024,1196,192,0.0,0.0,880371.72,0.0,0.0,0.0,True,False
019044,formigara,COMUNE DI FORMIGARA,2024,994,125,0.0,0.0,809407.38,0.0,0.0,0.0,True,False
019045,gabbioneta binanuova,COMUNE DI GABBIONETA-BINANUOVA,2024,855,88,0.0,0.0,769784.88,0.0,0.0,0.0,True,False
019046,gadesco pieve delmona,COMUNE DI GADESCO-PIEVE DELMONA,2024,1889,313,0.0,0.0,1296344.68,0.0,0.0,0.0,True,False
019047,genivolta,COMUNE DI GENIVOLTA,2024,1115,156,0.0,0.0,846350.97,0.0,0.0,0.0,True,False
019048,gerre de caprioli,COMUNE DI GERRE DE' CAPRIOLI,2024,1323,188,0.0,0.0,1070547.33,0.0,0.0,0.0,True,False
019049,gombito,COMUNE DI GOMBITO,2024,622,97,2836.37,0.0,580292.42,4.56008038585209,29.240927835051544,0.48878287950064897,False,False
019050,grontardo,COMUNE DI GRONTARDO,2024,1489,215,0.0,0.0,1039704.67,0.0,0.0,0.0,True,False
019051,grumello cremonese ed uniti,COMUNE DI GRUMELLO CREMONESE ED UNITI,2024,1691,233,0.0,0.0,1125013.66,0.0,0.0,0.0,True,False
019052,gussola,COMUNE DI GUSSOLA,2024,2658,408,0.0,0.0,1660608.06,0.0,0.0,0.0,True,False
019053,isola dovarese,COMUNE DI ISOLA DOVARESE,2024,1073,148,0.0,0.0,861354.26,0.0,0.0,0.0,True,False
019054,izano,COMUNE DI IZANO,2024,1962,290,0.0,0.0,1393579.68,0.0,0.0,0.0,True,False
019055,madignano,COMUNE DI MADIGNANO,2024,2776,465,0.0,0.0,2332076.47,0.0,0.0,0.0,True,False
019056,malagnino,COMUNE DI MALAGNINO,2024,1756,229,498.0,0.0,1085077.67,0.2835990888382688,2.1746724890829694,0.04589533208254115,False,False
019057,martignana di po,COMUNE DI MARTIGNANA DI PO,2024,2005,311,0.0,0.0,1451068.43,0.0,0.0,0.0,True,False
019058,monte cremasco,COMUNE DI MONTE CREMASCO,2024,2260,334,3000.0,0.0,1571263.61,1.3274336283185841,8.982035928143713,0.1909291337816956,False,False
019059,montodine,COMUNE DI MONTODINE,2024,2441,356,0.0,0.0,1555204.13,0.0,0.0,0.0,True,False
019060,moscazzano,COMUNE DI MOSCAZZANO,2024,694,92,0.0,0.0,538354.51,0.0,0.0,0.0,True,False
019061,motta baluffi,COMUNE DI MOTTA BALUFFI,2024,792,95,0.0,0.0,693604.76,0.0,0.0,0.0,True,False
019062,offanengo,COMUNE DI OFFANENGO,2024,5948,824,0.0,0.0,4507378.43,0.0,0.0,0.0,True,False
019063,olmeneta,COMUNE DI OLMENETA,2024,900,123,0.0,0.0,611581.66,0.0,0.0,0.0,True,False
019064,ostiano,COMUNE DI OSTIANO,2024,2772,380,0.0,0.0,2010732.24,0.0,0.0,0.0,True,False
019065,paderno ponchielli,COMUNE DI PADERNO PONCHIELLI,2024,1307,184,0.0,0.0,888539.25,0.0,0.0,0.0,True,False
019066,palazzo pignano,COMUNE DI PALAZZO PIGNANO,2024,3804,581,0.0,0.0,2442000.33,0.0,0.0,0.0,True,False
019067,pandino,COMUNE DI PANDINO,2024,8905,1360,0.0,0.0,5996270.93,0.0,0.0,0.0,True,False
019068,persico dosimo,COMUNE DI PERSICO DOSIMO,2024,3267,512,0.0,0.0,1781747.02,0.0,0.0,0.0,True,False
019069,pescarolo ed uniti,COMUNE DI PESCAROLO ED UNITI,2024,1524,220,0.0,0.0,1251367.9,0.0,0.0,0.0,True,False
019070,pessina cremonese,COMUNE DI PESSINA CREMONESE,2024,555,73,0.0,0.0,984335.92,0.0,0.0,0.0,True,False
019072,pianengo,COMUNE DI PIANENGO,2024,2535,391,0.0,0.0,1649453.1,0.0,0.0,0.0,True,False
019073,pieranica,COMUNE DI PIERANICA,2024,1107,182,0.0,0.0,799100.9,0.0,0.0,0.0,True,False
019074,pieve d olmi,COMUNE DI PIEVE D'OLMI,2024,1227,182,4452.53,0.0,888738.54,3.6287938060309695,24.464450549450547,0.5009943644392871,False,False
019075,pieve san giacomo,COMUNE DI PIEVE SAN GIACOMO,2024,1633,252,0.0,0.0,1212571.67,0.0,0.0,0.0,True,False
019076,pizzighettone,COMUNE DI PIZZIGHETTONE,2024,6235,852,17737.73,0.0,4081234.98,2.8448644747393743,20.81893192488263,0.43461672966450954,False,False
019077,pozzaglio ed uniti,COMUNE DI POZZAGLIO ED UNITI,2024,1429,225,0.0,0.0,932950.69,0.0,0.0,0.0,True,False
019078,quintano,COMUNE DI QUINTANO,2024,921,155,0.0,0.0,612049.02,0.0,0.0,0.0,True,False
019079,ricengo,COMUNE DI RICENGO,2024,1733,312,0.0,0.0,1276330.24,0.0,0.0,0.0,True,False
019080,ripalta arpina,COMUNE DI RIPALTA ARPINA,2024,1054,155,0.0,0.0,789371.74,0.0,0.0,0.0,True,False
019081,ripalta cremasca,COMUNE DI RIPALTA CREMASCA,2024,3443,492,0.0,0.0,2230099.69,0.0,0.0,0.0,True,False
019082,ripalta guerina,COMUNE DI RIPALTA GUERINA,2024,547,88,0.0,0.0,510686.19,0.0,0.0,0.0,True,False
019083,rivarolo del re ed uniti,COMUNE DI RIVAROLO DEL RE ED UNITI,2024,1833,259,0.0,0.0,1486854.9,0.0,0.0,0.0,True,False
019084,rivolta d adda,COMUNE DI RIVOLTA D'ADDA,2024,8251,1201,0.0,0.0,6157154.33,0.0,0.0,0.0,True,False
019085,robecco d oglio,COMUNE DI ROBECCO D'OGLIO,2024,2264,297,0.0,0.0,1566448.23,0.0,0.0,0.0,True,False
019086,romanengo,COMUNE DI ROMANENGO,2024,3220,520,0.0,0.0,2221613.61,0.0,0.0,0.0,True,False
019087,salvirola,COMUNE DI SALVIROLA,2024,1132,187,0.0,0.0,953843.43,0.0,0.0,0.0,True,False
019088,san bassano,COMUNE DI SAN BASSANO,2024,2075,299,0.0,0.0,1461114.0,0.0,0.0,0.0,True,False
019089,san daniele po,COMUNE DI SAN DANIELE PO,2024,1256,141,0.0,0.0,1005661.74,0.0,0.0,0.0,True,False
019090,san giovanni in croce,COMUNE DI SAN GIOVANNI IN CROCE,2024,1912,303,0.0,0.0,1688928.73,0.0,0.0,0.0,True,False
019091,san martino del lago,COMUNE DI SAN MARTINO DEL LAGO,2024,381,51,0.0,0.0,529593.87,0.0,0.0,0.0,True,False
019092,scandolara ravara,COMUNE DI SCANDOLARA RAVARA,2024,1286,186,0.0,0.0,1117512.48,0.0,0.0,0.0,True,False
019093,scandolara ripa d oglio,COMUNE DI SCANDOLARA RIPA D'OGLIO,2024,502,56,0.0,0.0,416972.95,0.0,0.0,0.0,True,False
019094,sergnano,COMUNE DI SERGNANO,2024,3465,582,0.0,0.0,2568137.52,0.0,0.0,0.0,True,False
019095,sesto ed uniti,COMUNE DI SESTO ED UNITI,2024,3219,453,0.0,0.0,4617708.22,0.0,0.0,0.0,True,False
019096,solarolo rainerio,COMUNE DI SOLAROLO RAINERIO,2024,931,133,0.0,0.0,853719.72,0.0,0.0,0.0,True,False
019097,soncino,COMUNE DI SONCINO,2024,7532,1020,0.0,0.0,5713704.42,0.0,0.0,0.0,True,False
019098,soresina,COMUNE DI SORESINA,2024,9063,1297,0.0,0.0,6846721.27,0.0,0.0,0.0,True,False
019099,sospiro,COMUNE DI SOSPIRO,2024,3039,376,615.0,0.0,2754788.95,0.20236920039486672,1.6356382978723405,0.022324759216127973,False,False
019100,spinadesco,COMUNE DI SPINADESCO,2024,1431,225,0.0,0.0,1150001.26,0.0,0.0,0.0,True,False
019101,spineda,COMUNE DI SPINEDA,2024,601,72,0.0,0.0,671679.87,0.0,0.0,0.0,True,False
019102,spino d adda,COMUNE DI SPINO D'ADDA,2024,7003,1095,745.98,0.0,4097851.04,0.10652291874910753,0.6812602739726028,0.018204175620790748,False,False
019103,stagno lombardo,COMUNE DI STAGNO LOMBARDO,2024,1437,175,0.0,0.0,1514942.36,0.0,0.0,0.0,True,False
019104,ticengo,COMUNE DI TICENGO,2024,443,68,0.0,0.0,443694.13,0.0,0.0,0.0,True,False
019105,torlino vimercati,COMUNE DI TORLINO VIMERCATI,2024,472,59,0.0,0.0,486748.37,0.0,0.0,0.0,True,False
019106,tornata,COMUNE DI TORNATA,2024,408,68,329.35,0.0,426320.8,0.8072303921568628,4.843382352941177,0.07725403029831057,False,False
019107,torre de picenardi,COMUNE DI TORRE DE' PICENARDI,2024,2146,279,0.0,0.0,1738846.7,0.0,0.0,0.0,True,False
019108,torricella del pizzo,COMUNE DI TORRICELLA DEL PIZZO,2024,578,76,0.0,0.0,479325.08,0.0,0.0,0.0,True,False
019109,trescore cremasco,COMUNE DI TRESCORE CREMASCO,2024,2854,470,0.0,0.0,1805160.45,0.0,0.0,0.0,True,False
019110,trigolo,COMUNE DI TRIGOLO,2024,1652,225,7559.85,0.0,1318036.6700000002,4.5761803874092015,33.599333333333334,0.5735690191381397,False,False
019111,vaiano cremasco,COMUNE DI VAIANO CREMASCO,2024,3523,536,0.0,0.0,2663387.69,0.0,0.0,0.0,True,False
